1,0.0522875816993,0.541441839894,0.111111111111,0,-0.918527838943,0.005891,2,0.055556,1,0.083102,1,0.052804
1,0.0666666666667,0.550617283951,0.133333333333,0,-1.0,0,1.866667,0.066667,1,0,0.933333,0
1,0.1,0.576470588235,0.2,0,-1.0,0,1.8,0.1,1,0,0.9,0
1,0.0016782581052,0.581367392661,0.263244691816,0.5959197787,-0.0171370836578,0.041531,166.403628,0.189095,1.865297,0.303012,83.201814,0.474022
1,0.0293924466338,0.556503987121,0.177011494253,0.177011494253,-0.35154185022,0.007305,6,0.103448,2.273408,0.245994,3,0.321763
1,0.000657550093103,0.503669686279,0.0136748603461,0.0714010777521,-0.128530425465,0.050561,24.583222,0.008189,3.670643,0.343276,12.291611,0.25236
0,0.00283629354261,0.575169083794,0.23987333058,0.23987333058,-0.14118594367,0.00255,112.825843,0.15891,2.113793,0.139078,56.412921,0.49799
0,0.0025476230788,0.512323670329,0.0446413454484,0.239709443099,-0.160988145137,0.009724,19.718833,0.026222,3.484789,0.321174,9.859416,0.282442
1,0.00168681964993,0.514161778933,0.0520073567388,0.242421532684,-0.140058153046,0.010247,38.27305,0.03399,4.92744,0.339383,19.136525,0.272357
1,0.00297365085815,0.513315441318,0.0484317253923,0.0484317253923,-0.127617935838,0.023407,22.708075,0.035371,3.417575,0.425998,11.354037,0.290005
0,0.00393820637238,0.513265038048,0.046954057883,0.223765432099,-0.197682764028,0.023891,12.95082,0.026648,4.575328,0.294748,6.47541,0.262202
0,0.000706111061765,0.565198911666,0.21551061038,0.621100830735,-0.135835483467,0.01208,403.437556,0.181402,2.112107,0.122243,201.718778,0.410421
0,0.0284019280682,0.556885495054,0.176344086022,0.176344086022,-0.420134676387,0.001733,2,0.166667,1,0,1,0.147619
1,0.000883596993117,0.506312908581,0.0227417256122,0.195607235142,-0.37240113585,0.038191,26.218412,0.011842,6.046573,0.242085,13.109206,0.215777
1,0.000549060720927,0.522974807242,0.0841667174937,0.0841667174937,-0.0545701002181,0.146579,184.922156,0.055399,2.473306,0.284101,92.461078,0.265413
0,0.00754640292643,0.527677035452,0.0944316488281,0.375850340136,-0.268041690573,0.004627,15.196721,0.062796,2.476726,0.30082,7.598361,0.336562
0,0.0111133610071,0.52328886552,0.0775910364146,0.292338709677,-0.279449595557,0.008886,7.435294,0.044258,3.11592,0.325151,3.717647,0.257475
0,0.00689090298131,0.518195924462,0.0628371945414,0.0628371945414,-0.205555051612,0.003107,2.52071,0.007502,1.065789,0.212623,1.260355,0.058082
0,0.0029476380566,0.538328357976,0.133394411361,0.457142857143,-0.175609914546,0.011174,49.22973,0.08344,2.460733,0.173297,24.614865,0.292756
0,0.0130169908339,0.526892672719,0.0888106416275,0.0888106416275,-0.295288811074,0,1.666667,0.166667,1,0,0.833333,0
1,0.00183123912328,0.505156163618,0.0184558299239,0.0184558299239,-0.157348709103,0.026715,13.460967,0.012533,3.356463,0.256315,6.730483,0.220355
1,0.00678910287919,0.518612067815,0.0631038026721,0.373170731707,-0.316582429869,0.009304,9.785714,0.0352,3.264974,0.298532,4.892857,0.32737
1,0.00579955360357,0.504986620998,0.0140758873929,0.272058823529,-0.721437475508,0.008314,2.639535,0.007718,2.845794,0.23577,1.319767,0.075233
1,0.00107530592579,0.51083686327,0.0408271141942,0.0408271141942,-0.0839490017994,0.016726,57.727069,0.032322,2.491648,0.148863,28.863535,0.151301
1,0.00710525897301,0.512581785642,0.0407900386432,0.0407900386432,-0.426054954773,0.003667,6.686131,0.024581,2.384114,0.269737,3.343066,0.344967
1,0.00187091042383,0.508135286265,0.028997490034,0.366964081446,-0.267301035381,0.015867,18.261036,0.017559,4.311659,0.349021,9.130518,0.4443
0,0.00171300427798,0.511542520692,0.0424306086071,0.0424306086071,-0.141156580189,0.005628,2.882353,0.043672,1.157895,0.264456,1.441176,0.169563
1,0.0450216450216,0.536726078799,0.0995670995671,1.0,-0.87606558674,0.006584,2.090909,0.049784,1,0.127599,1.045455,0.060823
1,0.00369109206319,0.513401000187,0.0476982476982,0.0476982476982,-0.178472235384,0.007737,17.076923,0.032967,3.889964,0.41126,8.538462,0.319239
1,0.00324339759513,0.522071340853,0.0756316853878,0.38149146451,-0.457875333549,0.010814,23.554007,0.041178,4.361259,0.180039,11.777003,0.277055
0,0.00538428389107,0.527351970983,0.0954403063,0.402432575357,-0.196574466496,0.006057,21.376471,0.063244,2.701762,0.251225,10.688235,0.306777
0,0.0179003386551,0.5224960562,0.0691823899371,0.439393939394,-0.457044930286,0.007845,3.962963,0.037386,1.631868,0.305734,1.981481,0.256079
0,0.00512315270936,0.532746182963,0.113694581281,0.113694581281,-0.219897521958,0,1.6,0.2,1,0,0.8,0
0,0.00700902151284,0.52588405737,0.088827203331,0.37925170068,-0.242782196712,0.002822,15.787879,0.060259,2.402021,0.253468,7.893939,0.356705
1,0.00753405017921,0.519226015311,0.0657777777778,0.276923076923,-0.247793152457,0.014706,9.444444,0.037778,2.939527,0.279725,4.722222,0.243398
1,0.00785707222487,0.512631135432,0.0414371885654,0.0414371885654,-0.304895963101,0.010413,6.032258,0.024521,2.859223,0.396186,3.016129,0.250936
0,0.0232456140351,0.537089623417,0.116666666667,0.390476190476,-0.377933799076,0.003086,5.15,0.066026,2.824053,0.258363,2.575,0.276437
0,0.00892454789475,0.516321192928,0.0539979231568,0.314393939394,-0.303524334991,0.006851,7.277778,0.034008,2.634983,0.428105,3.638889,0.315168
0,0.00365668154421,0.518897564013,0.0675462062257,0.279780564263,-0.178122025141,0.0066,22.661479,0.044261,2.995238,0.301723,11.330739,0.323758
0,0.0144901394901,0.567748227343,0.217532467532,0.673684210526,-0.2757136819,0.000966,15.428571,0.14026,1.963781,0.16413,7.714286,0.344918
0,0.00618112325859,0.535454113788,0.12228049728,0.411455289305,-0.208511876126,0.014328,22.430556,0.078429,2.807289,0.265202,11.215278,0.331199
0,0.00955058687017,0.521693051789,0.0735930735931,0.257142857143,-0.22256817709,0.015955,9.171717,0.046794,3.523441,0.367402,4.585859,0.332939
1,0.00188152618965,0.505008386108,0.0178433290033,0.0979601709264,-0.161681333939,0.016665,13.801527,0.013195,3.315383,0.311161,6.900763,0.217362
0,0.0164502164502,0.52931677527,0.0952380952381,0.0952380952381,-0.295631226736,0.002079,2,0.142857,1,0.125,1,0.127976
